Model,Product,Month,Payment_SAR,Principal_SAR,Interest_SAR,Balance_SAR
BYD Seal (Performance AWD),Loan (60m),16,2941.69,2440.61,501.08,118059.98
BYD Seal (Performance AWD),Loan (60m),17,2941.69,2450.76,490.93,115609.23
BYD Seal (Performance AWD),Loan (60m),18,2941.69,2460.95,480.74,113148.28
BYD Seal (Performance AWD),Loan (60m),19,2941.69,2471.18,470.51,110677.1
BYD Seal (Performance AWD),Loan (60m),20,2941.69,2481.46,460.23,108195.65
BYD Seal (Performance AWD),Loan (60m),21,2941.69,2491.77,449.91,105703.87
BYD Seal (Performance AWD),Loan (60m),22,2941.69,2502.14,439.55,103201.73
BYD Seal (Performance AWD),Loan (60m),23,2941.69,2512.54,429.15,100689.19
BYD Seal (Performance AWD),Loan (60m),24,2941.69,2522.99,418.7,98166.2
BYD Seal (Performance AWD),Loan (60m),25,2941.69,2533.48,408.21,95632.72
BYD Seal (Performance AWD),Loan (60m),26,2941.69,2544.02,397.67,93088.71
BYD Seal (Performance AWD),Loan (60m),27,2941.69,2554.59,387.09,90534.11
BYD Seal (Performance AWD),Loan (60m),28,2941.69,2565.22,376.47,87968.9
BYD Seal (Performance AWD),Loan (60m),29,2941.69,2575.88,365.8,85393.01
BYD Seal (Performance AWD),Loan (60m),30,2941.69,2586.6,355.09,82806.41
BYD Seal (Performance AWD),Loan (60m),31,2941.69,2597.35,344.34,80209.06
BYD Seal (Performance AWD),Loan (60m),32,2941.69,2608.15,333.54,77600.91
BYD Seal (Performance AWD),Loan (60m),33,2941.69,2619.0,322.69,74981.91
BYD Seal (Performance AWD),Loan (60m),34,2941.69,2629.89,311.8,72352.02
BYD Seal (Performance AWD),Loan (60m),35,2941.69,2640.82,300.86,69711.2
BYD Seal (Performance AWD),Loan (60m),36,2941.69,2651.81,289.88,67059.39
BYD Seal (Performance AWD),Loan (60m),37,2941.69,2662.83,278.86,64396.56
BYD Seal (Performance AWD),Loan (60m),38,2941.69,2673.91,267.78,61722.65
BYD Seal (Performance AWD),Loan (60m),39,2941.69,2685.03,256.66,59037.63
BYD Seal (Performance AWD),Loan (60m),40,2941.69,2696.19,245.5,56341.44
BYD Seal (Performance AWD),Loan (60m),41,2941.69,2707.4,234.29,53634.04
BYD Seal (Performance AWD),Loan (60m),42,2941.69,2718.66,223.03,50915.38
BYD Seal (Performance AWD),Loan (60m),43,2941.69,2729.97,211.72,48185.41
BYD Seal (Performance AWD),Loan (60m),44,2941.69,2741.32,200.37,45444.09
BYD Seal (Performance AWD),Loan (60m),45,2941.69,2752.72,188.97,42691.38
BYD Seal (Performance AWD),Loan (60m),46,2941.69,2764.16,177.52,39927.21
BYD Seal (Performance AWD),Loan (60m),47,2941.69,2775.66,166.03,37151.56
BYD Seal (Performance AWD),Loan (60m),48,2941.69,2787.2,154.49,34364.36
BYD Seal (Performance AWD),Loan (60m),49,2941.69,2798.79,142.9,31565.57
BYD Seal (Performance AWD),Loan (60m),50,2941.69,2810.43,131.26,28755.14
BYD Seal (Performance AWD),Loan (60m),51,2941.69,2822.12,119.57,25933.02
BYD Seal (Performance AWD),Loan (60m),52,2941.69,2833.85,107.84,23099.17
BYD Seal (Performance AWD),Loan (60m),53,2941.69,2845.63,96.05,20253.54
BYD Seal (Performance AWD),Loan (60m),54,2941.69,2857.47,84.22,17396.07
BYD Seal (Performance AWD),Loan (60m),55,2941.69,2869.35,72.34,14526.72
BYD Seal (Performance AWD),Loan (60m),56,2941.69,2881.28,60.41,11645.44
BYD Seal (Performance AWD),Loan (60m),57,2941.69,2893.26,48.43,8752.18
BYD Seal (Performance AWD),Loan (60m),58,2941.69,2905.29,36.39,5846.88
BYD Seal (Performance AWD),Loan (60m),59,2941.69,2917.38,24.31,2929.51
BYD Seal (Performance AWD),Loan (60m),60,2941.69,2929.51,12.18,0.0
BYD Seal (Performance AWD),Auto Flex (48m),1,2670.75,2022.39,648.37,153897.61
BYD Seal (Performance AWD),Auto Flex (48m),2,2670.75,2030.8,639.96,151866.82
BYD Seal (Performance AWD),Auto Flex (48m),3,2670.75,2039.24,631.51,149827.57
BYD Seal (Performance AWD),Auto Flex (48m),4,2670.75,2047.72,623.03,147779.85
BYD Seal (Performance AWD),Auto Flex (48m),5,2670.75,2056.24,614.52,145723.62
BYD Seal (Performance AWD),Auto Flex (48m),6,2670.75,2064.79,605.97,143658.83
BYD Seal (Performance AWD),Auto Flex (48m),7,2670.75,2073.37,597.38,141585.46
BYD Seal (Performance AWD),Auto Flex (48m),8,2670.75,2081.99,588.76,139503.46
BYD Seal (Performance AWD),Auto Flex (48m),9,2670.75,2090.65,580.1,137412.81
BYD Seal (Performance AWD),Auto Flex (48m),10,2670.75,2099.35,571.41,135313.46
BYD Seal (Performance AWD),Auto Flex (48m),11,2670.75,2108.08,562.68,133205.39
BYD Seal (Performance AWD),Auto Flex (48m),12,2670.75,2116.84,553.91,131088.55
BYD Seal (Performance AWD),Auto Flex (48m),13,2670.75,2125.64,545.11,128962.9
BYD Seal (Performance AWD),Auto Flex (48m),14,2670.75,2134.48,536.27,126828.42
BYD Seal (Performance AWD),Auto Flex (48m),15,2670.75,2143.36,527.39,124685.06
BYD Seal (Performance AWD),Auto Flex (48m),16,2670.75,2152.27,518.48,122532.79
BYD Seal (Performance AWD),Auto Flex (48m),17,2670.75,2161.22,509.53,120371.56
BYD Seal (Performance AWD),Auto Flex (48m),18,2670.75,2170.21,500.55,118201.35
BYD Seal (Performance AWD),Auto Flex (48m),19,2670.75,2179.23,491.52,116022.12
BYD Seal (Performance AWD),Auto Flex (48m),20,2670.75,2188.3,482.46,113833.82
BYD Seal (Performance AWD),Auto Flex (48m),21,2670.75,2197.4,473.36,111636.43
BYD Seal (Performance AWD),Auto Flex (48m),22,2670.75,2206.53,464.22,109429.9
BYD Seal (Performance AWD),Auto Flex (48m),23,2670.75,2215.71,455.05,107214.19
BYD Seal (Performance AWD),Auto Flex (48m),24,2670.75,2224.92,445.83,104989.27
BYD Seal (Performance AWD),Auto Flex (48m),25,2670.75,2234.17,436.58,102755.09
BYD Seal (Performance AWD),Auto Flex (48m),26,2670.75,2243.46,427.29,100511.63
BYD Seal (Performance AWD),Auto Flex (48m),27,2670.75,2252.79,417.96,98258.83
BYD Seal (Performance AWD),Auto Flex (48m),28,2670.75,2262.16,408.59,95996.67
BYD Seal (Performance AWD),Auto Flex (48m),29,2670.75,2271.57,399.19,93725.1
BYD Seal (Performance AWD),Auto Flex (48m),30,2670.75,2281.01,389.74,91444.09
BYD Seal (Performance AWD),Auto Flex (48m),31,2670.75,2290.5,380.26,89153.59
BYD Seal (Performance AWD),Auto Flex (48m),32,2670.75,2300.02,370.73,86853.57
BYD Seal (Performance AWD),Auto Flex (48m),33,2670.75,2309.59,361.17,84543.98
BYD Seal (Performance AWD),Auto Flex (48m),34,2670.75,2319.19,351.56,82224.79
BYD Seal (Performance AWD),Auto Flex (48m),35,2670.75,2328.84,341.92,79895.95
BYD Seal (Performance AWD),Auto Flex (48m),36,2670.75,2338.52,332.23,77557.43
BYD Seal (Performance AWD),Auto Flex (48m),37,2670.75,2348.24,322.51,75209.18
BYD Seal (Performance AWD),Auto Flex (48m),38,2670.75,2358.01,312.74,72851.18
BYD Seal (Performance AWD),Auto Flex (48m),39,2670.75,2367.81,302.94,70483.36
BYD Seal (Performance AWD),Auto Flex (48m),40,2670.75,2377.66,293.09,68105.7
BYD Seal (Performance AWD),Auto Flex (48m),41,2670.75,2387.55,283.21,65718.15
BYD Seal (Performance AWD),Auto Flex (48m),42,2670.75,2397.48,273.28,63320.67
BYD Seal (Performance AWD),Auto Flex (48m),43,2670.75,2407.45,263.31,60913.23
BYD Seal (Performance AWD),Auto Flex (48m),44,2670.75,2417.46,253.3,58495.77
BYD Seal (Performance AWD),Auto Flex (48m),45,2670.75,2427.51,243.24,56068.26
BYD Seal (Performance AWD),Auto Flex (48m),46,2670.75,2437.6,233.15,53630.66
BYD Seal (Performance AWD),Auto Flex (48m),47,2670.75,2447.74,223.01,51182.92
BYD Seal (Performance AWD),Auto Flex (48m),48,51395.75,2457.92,212.84,48725.0
BYD Sealion 7 (Premium RWD),Loan (60m),1,2928.1,2282.73,645.37,152917.27
BYD Sealion 7 (Premium RWD),Loan (60m),2,2928.1,2292.22,635.88,150625.05
BYD Sealion 7 (Premium RWD),Loan (60m),3,2928.1,2301.76,626.35,148323.29
BYD Sealion 7 (Premium RWD),Loan (60m),4,2928.1,2311.33,616.78,146011.96
BYD Sealion 7 (Premium RWD),Loan (60m),5,2928.1,2320.94,607.17,143691.03
BYD Sealion 7 (Premium RWD),Loan (60m),6,2928.1,2330.59,597.52,141360.44
BYD Sealion 7 (Premium RWD),Loan (60m),7,2928.1,2340.28,587.82,139020.16
BYD Sealion 7 (Premium RWD),Loan (60m),8,2928.1,2350.01,578.09,136670.14
BYD Sealion 7 (Premium RWD),Loan (60m),9,2928.1,2359.78,568.32,134310.36
BYD Sealion 7 (Premium RWD),Loan (60m),10,2928.1,2369.6,558.51,131940.76
BYD Sealion 7 (Premium RWD),Loan (60m),11,2928.1,2379.45,548.65,129561.31
BYD Sealion 7 (Premium RWD),Loan (60m),12,2928.1,2389.35,538.76,127171.97
BYD Sealion 7 (Premium RWD),Loan (60m),13,2928.1,2399.28,528.82,124772.68
BYD Sealion 7 (Premium RWD),Loan (60m),14,2928.1,2409.26,518.85,122363.43
BYD Sealion 7 (Premium RWD),Loan (60m),15,2928.1,2419.28,508.83,119944.15
BYD Sealion 7 (Premium RWD),Loan (60m),16,2928.1,2429.34,498.77,117514.81
BYD Sealion 7 (Premium RWD),Loan (60m),17,2928.1,2439.44,488.67,115075.37
BYD Sealion 7 (Premium RWD),Loan (60m),18,2928.1,2449.58,478.52,112625.79
BYD Sealion 7 (Premium RWD),Loan (60m),19,2928.1,2459.77,468.34,110166.02
BYD Sealion 7 (Premium RWD),Loan (60m),20,2928.1,2470.0,458.11,107696.02
BYD Sealion 7 (Premium RWD),Loan (60m),21,2928.1,2480.27,447.84,105215.76
BYD Sealion 7 (Premium RWD),Loan (60m),22,2928.1,2490.58,437.52,102725.17
BYD Sealion 7 (Premium RWD),Loan (60m),23,2928.1,2500.94,427.17,100224.24
BYD Sealion 7 (Premium RWD),Loan (60m),24,2928.1,2511.34,416.77,97712.9
BYD Sealion 7 (Premium RWD),Loan (60m),25,2928.1,2521.78,406.32,95191.11
BYD Sealion 7 (Premium RWD),Loan (60m),26,2928.1,2532.27,395.84,92658.85
BYD Sealion 7 (Premium RWD),Loan (60m),27,2928.1,2542.8,385.31,90116.05
BYD Sealion 7 (Premium RWD),Loan (60m),28,2928.1,2553.37,374.73,87562.68
BYD Sealion 7 (Premium RWD),Loan (60m),29,2928.1,2563.99,364.11,84998.69
BYD Sealion 7 (Premium RWD),Loan (60m),30,2928.1,2574.65,353.45,82424.04
BYD Sealion 7 (Premium RWD),Loan (60m),31,2928.1,2585.36,342.75,79838.68
BYD Sealion 7 (Premium RWD),Loan (60m),32,2928.1,2596.11,332.0,77242.57
BYD Sealion 7 (Premium RWD),Loan (60m),33,2928.1,2606.9,321.2,74635.66
BYD Sealion 7 (Premium RWD),Loan (60m),34,2928.1,2617.74,310.36,72017.92
BYD Sealion 7 (Premium RWD),Loan (60m),35,2928.1,2628.63,299.47,69389.29
BYD Sealion 7 (Premium RWD),Loan (60m),36,2928.1,2639.56,288.54,66749.73
BYD Sealion 7 (Premium RWD),Loan (60m),37,2928.1,2650.54,277.57,64099.19
BYD Sealion 7 (Premium RWD),Loan (60m),38,2928.1,2661.56,266.55,61437.63
BYD Sealion 7 (Premium RWD),Loan (60m),39,2928.1,2672.63,255.48,58765.01
BYD Sealion 7 (Premium RWD),Loan (60m),40,2928.1,2683.74,244.36,56081.27
BYD Sealion 7 (Premium RWD),Loan (60m),41,2928.1,2694.9,233.2,53386.37
BYD Sealion 7 (Premium RWD),Loan (60m),42,2928.1,2706.11,222.0,50680.26
BYD Sealion 7 (Premium RWD),Loan (60m),43,2928.1,2717.36,210.75,47962.9
BYD Sealion 7 (Premium RWD),Loan (60m),44,2928.1,2728.66,199.45,45234.24
BYD Sealion 7 (Premium RWD),Loan (60m),45,2928.1,2740.01,188.1,42494.24
BYD Sealion 7 (Premium RWD),Loan (60m),46,2928.1,2751.4,176.71,39742.84
BYD Sealion 7 (Premium RWD),Loan (60m),47,2928.1,2762.84,165.26,36980.0
BYD Sealion 7 (Premium RWD),Loan (60m),48,2928.1,2774.33,153.78,34205.67
BYD Sealion 7 (Premium RWD),Loan (60m),49,2928.1,2785.87,142.24,31419.8
BYD Sealion 7 (Premium RWD),Loan (60m),50,2928.1,2797.45,130.65,28622.35
BYD Sealion 7 (Premium RWD),Loan (60m),51,2928.1,2809.08,119.02,25813.27
BYD Sealion 7 (Premium RWD),Loan (60m),52,2928.1,2820.76,107.34,22992.51
BYD Sealion 7 (Premium RWD),Loan (60m),53,2928.1,2832.49,95.61,20160.01
BYD Sealion 7 (Premium RWD),Loan (60m),54,2928.1,2844.27,83.83,17315.74
BYD Sealion 7 (Premium RWD),Loan (60m),55,2928.1,2856.1,72.0,14459.64
BYD Sealion 7 (Premium RWD),Loan (60m),56,2928.1,2867.98,60.13,11591.66
BYD Sealion 7 (Premium RWD),Loan (60m),57,2928.1,2879.9,48.2,8711.76
BYD Sealion 7 (Premium RWD),Loan (60m),58,2928.1,2891.88,36.23,5819.88
BYD Sealion 7 (Premium RWD),Loan (60m),59,2928.1,2903.9,24.2,2915.98
BYD Sealion 7 (Premium RWD),Loan (60m),60,2928.1,2915.98,12.13,0.0
BYD Sealion 7 (Premium RWD),Auto Flex (48m),1,2658.42,2013.05,645.37,153186.95
BYD Sealion 7 (Premium RWD),Auto Flex (48m),2,2658.42,2021.42,637.0,151165.53
BYD Sealion 7 (Premium RWD),Auto Flex (48m),3,2658.42,2029.82,628.6,149135.71
BYD Sealion 7 (Premium RWD),Auto Flex (48m),4,2658.42,2038.27,620.16,147097.44
BYD Sealion 7 (Premium RWD),Auto Flex (48m),5,2658.42,2046.74,611.68,145050.7
BYD Sealion 7 (Premium RWD),Auto Flex (48m),6,2658.42,2055.25,603.17,142995.45
BYD Sealion 7 (Premium RWD),Auto Flex (48m),7,2658.42,2063.8,594.62,140931.65
BYD Sealion 7 (Premium RWD),Auto Flex (48m),8,2658.42,2072.38,586.04,138859.27
BYD Sealion 7 (Premium RWD),Auto Flex (48m),9,2658.42,2081.0,577.42,136778.27
BYD Sealion 7 (Premium RWD),Auto Flex (48m),10,2658.42,2089.65,568.77,134688.62
BYD Sealion 7 (Premium RWD),Auto Flex (48m),11,2658.42,2098.34,560.08,132590.28
BYD Sealion 7 (Premium RWD),Auto Flex (48m),12,2658.42,2107.07,551.35,130483.21
BYD Sealion 7 (Premium RWD),Auto Flex (48m),13,2658.42,2115.83,542.59,128367.38
BYD Sealion 7 (Premium RWD),Auto Flex (48m),14,2658.42,2124.63,533.79,126242.76
BYD Sealion 7 (Premium RWD),Auto Flex (48m),15,2658.42,2133.46,524.96,124109.29
BYD Sealion 7 (Premium RWD),Auto Flex (48m),16,2658.42,2142.33,516.09,121966.96
BYD Sealion 7 (Premium RWD),Auto Flex (48m),17,2658.42,2151.24,507.18,119815.72
BYD Sealion 7 (Premium RWD),Auto Flex (48m),18,2658.42,2160.19,498.23,117655.53
BYD Sealion 7 (Premium RWD),Auto Flex (48m),19,2658.42,2169.17,489.25,115486.36
BYD Sealion 7 (Premium RWD),Auto Flex (48m),20,2658.42,2178.19,480.23,113308.17
BYD Sealion 7 (Premium RWD),Auto Flex (48m),21,2658.42,2187.25,471.17,111120.92
BYD Sealion 7 (Premium RWD),Auto Flex (48m),22,2658.42,2196.34,462.08,108924.58
BYD Sealion 7 (Premium RWD),Auto Flex (48m),23,2658.42,2205.48,452.94,106719.1
BYD Sealion 7 (Premium RWD),Auto Flex (48m),24,2658.42,2214.65,443.77,104504.45
BYD Sealion 7 (Premium RWD),Auto Flex (48m),25,2658.42,2223.86,434.56,102280.59
BYD Sealion 7 (Premium RWD),Auto Flex (48m),26,2658.42,2233.1,425.32,100047.49
BYD Sealion 7 (Premium RWD),Auto Flex (48m),27,2658.42,2242.39,416.03,97805.1
BYD Sealion 7 (Premium RWD),Auto Flex (48m),28,2658.42,2251.72,406.71,95553.38
BYD Sealion 7 (Premium RWD),Auto Flex (48m),29,2658.42,2261.08,397.34,93292.31
BYD Sealion 7 (Premium RWD),Auto Flex (48m),30,2658.42,2270.48,387.94,91021.82
BYD Sealion 7 (Premium RWD),Auto Flex (48m),31,2658.42,2279.92,378.5,88741.9
BYD Sealion 7 (Premium RWD),Auto Flex (48m),32,2658.42,2289.4,369.02,86452.5
BYD Sealion 7 (Premium RWD),Auto Flex (48m),33,2658.42,2298.92,359.5,84153.58
BYD Sealion 7 (Premium RWD),Auto Flex (48m),34,2658.42,2308.48,349.94,81845.09
BYD Sealion 7 (Premium RWD),Auto Flex (48m),35,2658.42,2318.08,340.34,79527.01
BYD Sealion 7 (Premium RWD),Auto Flex (48m),36,2658.42,2327.72,330.7,77199.29
BYD Sealion 7 (Premium RWD),Auto Flex (48m),37,2658.42,2337.4,321.02,74861.89
BYD Sealion 7 (Premium RWD),Auto Flex (48m),38,2658.42,2347.12,311.3,72514.77
BYD Sealion 7 (Premium RWD),Auto Flex (48m),39,2658.42,2356.88,301.54,70157.89
BYD Sealion 7 (Premium RWD),Auto Flex (48m),40,2658.42,2366.68,291.74,67791.2
BYD Sealion 7 (Premium RWD),Auto Flex (48m),41,2658.42,2376.52,281.9,65414.68
BYD Sealion 7 (Premium RWD),Auto Flex (48m),42,2658.42,2386.41,272.02,63028.28
BYD Sealion 7 (Premium RWD),Auto Flex (48m),43,2658.42,2396.33,262.09,60631.95
BYD Sealion 7 (Premium RWD),Auto Flex (48m),44,2658.42,2406.29,252.13,58225.65
BYD Sealion 7 (Premium RWD),Auto Flex (48m),45,2658.42,2416.3,242.12,55809.35
BYD Sealion 7 (Premium RWD),Auto Flex (48m),46,2658.42,2426.35,232.07,53383.01
BYD Sealion 7 (Premium RWD),Auto Flex (48m),47,2658.42,2436.44,221.98,50946.57
BYD Sealion 7 (Premium RWD),Auto Flex (48m),48,51158.42,2446.57,211.85,48500.0
BYD Sealion 7 (Perf. AWD),Loan (60m),1,3229.97,2518.06,711.91,168681.94
BYD Sealion 7 (Perf. AWD),Loan (60m),2,3229.97,2528.54,701.44,166153.4
BYD Sealion 7 (Perf. AWD),Loan (60m),3,3229.97,2539.05,690.92,163614.35
BYD Sealion 7 (Perf. AWD),Loan (60m),4,3229.97,2549.61,680.36,161064.74
BYD Sealion 7 (Perf. AWD),Loan (60m),5,3229.97,2560.21,669.76,158504.53
BYD Sealion 7 (Perf. AWD),Loan (60m),6,3229.97,2570.86,659.11,155933.68
BYD Sealion 7 (Perf. AWD),Loan (60m),7,3229.97,2581.55,648.42,153352.13
BYD Sealion 7 (Perf. AWD),Loan (60m),8,3229.97,2592.28,637.69,150759.85
BYD Sealion 7 (Perf. AWD),Loan (60m),9,3229.97,2603.06,626.91,148156.79
BYD Sealion 7 (Perf. AWD),Loan (60m),10,3229.97,2613.89,616.09,145542.9
BYD Sealion 7 (Perf. AWD),Loan (60m),11,3229.97,2624.76,605.22,142918.15
BYD Sealion 7 (Perf. AWD),Loan (60m),12,3229.97,2635.67,594.3,140282.48
BYD Sealion 7 (Perf. AWD),Loan (60m),13,3229.97,2646.63,583.34,137635.85
BYD Sealion 7 (Perf. AWD),Loan (60m),14,3229.97,2657.64,572.34,134978.21
BYD Sealion 7 (Perf. AWD),Loan (60m),15,3229.97,2668.69,561.28,132309.53
BYD Sealion 7 (Perf. AWD),Loan (60m),16,3229.97,2679.78,550.19,129629.74
BYD Sealion 7 (Perf. AWD),Loan (60m),17,3229.97,2690.93,539.04,126938.81
BYD Sealion 7 (Perf. AWD),Loan (60m),18,3229.97,2702.12,527.85,124236.7
BYD Sealion 7 (Perf. AWD),Loan (60m),19,3229.97,2713.35,516.62,121523.34
BYD Sealion 7 (Perf. AWD),Loan (60m),20,3229.97,2724.64,505.33,118798.71
BYD Sealion 7 (Perf. AWD),Loan (60m),21,3229.97,2735.97,494.0,116062.74
BYD Sealion 7 (Perf. AWD),Loan (60m),22,3229.97,2747.34,482.63,113315.4
BYD Sealion 7 (Perf. AWD),Loan (60m),23,3229.97,2758.77,471.2,110556.63
BYD Sealion 7 (Perf. AWD),Loan (60m),24,3229.97,2770.24,459.73,107786.39
BYD Sealion 7 (Perf. AWD),Loan (60m),25,3229.97,2781.76,448.21,105004.63
BYD Sealion 7 (Perf. AWD),Loan (60m),26,3229.97,2793.33,436.64,102211.31
BYD Sealion 7 (Perf. AWD),Loan (60m),27,3229.97,2804.94,425.03,99406.36
BYD Sealion 7 (Perf. AWD),Loan (60m),28,3229.97,2816.61,413.36,96589.76
BYD Sealion 7 (Perf. AWD),Loan (60m),29,3229.97,2828.32,401.65,93761.44
BYD Sealion 7 (Perf. AWD),Loan (60m),30,3229.97,2840.08,389.89,90921.36
BYD Sealion 7 (Perf. AWD),Loan (60m),31,3229.97,2851.89,378.08,88069.47
BYD Sealion 7 (Perf. AWD),Loan (60m),32,3229.97,2863.75,366.22,85205.72
BYD Sealion 7 (Perf. AWD),Loan (60m),33,3229.97,2875.66,354.31,82330.06
BYD Sealion 7 (Perf. AWD),Loan (60m),34,3229.97,2887.62,342.36,79442.45
BYD Sealion 7 (Perf. AWD),Loan (60m),35,3229.97,2899.62,330.35,76542.83
BYD Sealion 7 (Perf. AWD),Loan (60m),36,3229.97,2911.68,318.29,73631.15
BYD Sealion 7 (Perf. AWD),Loan (60m),37,3229.97,2923.79,306.18,70707.36
BYD Sealion 7 (Perf. AWD),Loan (60m),38,3229.97,2935.95,294.02,67771.41
BYD Sealion 7 (Perf. AWD),Loan (60m),39,3229.97,2948.15,281.82,64823.26
BYD Sealion 7 (Perf. AWD),Loan (60m),40,3229.97,2960.41,269.56,61862.84
BYD Sealion 7 (Perf. AWD),Loan (60m),41,3229.97,2972.72,257.25,58890.12
BYD Sealion 7 (Perf. AWD),Loan (60m),42,3229.97,2985.09,244.88,55905.03
BYD Sealion 7 (Perf. AWD),Loan (60m),43,3229.97,2997.5,232.47,52907.53
BYD Sealion 7 (Perf. AWD),Loan (60m),44,3229.97,3009.96,220.01,49897.57
BYD Sealion 7 (Perf. AWD),Loan (60m),45,3229.97,3022.48,207.49,46875.09
BYD Sealion 7 (Perf. AWD),Loan (60m),46,3229.97,3035.05,194.92,43840.04
BYD Sealion 7 (Perf. AWD),Loan (60m),47,3229.97,3047.67,182.3,40792.37
BYD Sealion 7 (Perf. AWD),Loan (60m),48,3229.97,3060.34,169.63,37732.03
BYD Sealion 7 (Perf. AWD),Loan (60m),49,3229.97,3073.07,156.9,34658.96
BYD Sealion 7 (Perf. AWD),Loan (60m),50,3229.97,3085.85,144.12,31573.11
BYD Sealion 7 (Perf. AWD),Loan (60m),51,3229.97,3098.68,131.29,28474.43
BYD Sealion 7 (Perf. AWD),Loan (60m),52,3229.97,3111.56,118.41,25362.87
BYD Sealion 7 (Perf. AWD),Loan (60m),53,3229.97,3124.5,105.47,22238.36
BYD Sealion 7 (Perf. AWD),Loan (60m),54,3229.97,3137.5,92.47,19100.87
BYD Sealion 7 (Perf. AWD),Loan (60m),55,3229.97,3150.54,79.43,15950.32
BYD Sealion 7 (Perf. AWD),Loan (60m),56,3229.97,3163.64,66.33,12786.68
BYD Sealion 7 (Perf. AWD),Loan (60m),57,3229.97,3176.8,53.17,9609.88
BYD Sealion 7 (Perf. AWD),Loan (60m),58,3229.97,3190.01,39.96,6419.87
BYD Sealion 7 (Perf. AWD),Loan (60m),59,3229.97,3203.27,26.7,3216.6
BYD Sealion 7 (Perf. AWD),Loan (60m),60,3229.97,3216.6,13.38,0.0
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),1,2932.49,2220.58,711.91,168979.42
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),2,2932.49,2229.81,702.67,166749.61
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),3,2932.49,2239.09,693.4,164510.52
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),4,2932.49,2248.4,684.09,162262.13
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),5,2932.49,2257.75,674.74,160004.38
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),6,2932.49,2267.13,665.35,157737.25
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),7,2932.49,2276.56,655.92,155460.69
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),8,2932.49,2286.03,646.46,153174.66
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),9,2932.49,2295.53,636.95,150879.12
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),10,2932.49,2305.08,627.41,148574.04
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),11,2932.49,2314.67,617.82,146259.38
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),12,2932.49,2324.29,608.2,143935.09
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),13,2932.49,2333.96,598.53,141601.13
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),14,2932.49,2343.66,588.82,139257.47
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),15,2932.49,2353.41,579.08,136904.07
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),16,2932.49,2363.19,569.29,134540.87
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),17,2932.49,2373.02,559.47,132167.85
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),18,2932.49,2382.89,549.6,129784.97
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),19,2932.49,2392.8,539.69,127392.17
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),20,2932.49,2402.75,529.74,124989.42
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),21,2932.49,2412.74,519.75,122576.68
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),22,2932.49,2422.77,509.71,120153.91
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),23,2932.49,2432.85,499.64,117721.07
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),24,2932.49,2442.96,489.52,115278.11
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),25,2932.49,2453.12,479.36,112824.99
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),26,2932.49,2463.32,469.16,110361.66
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),27,2932.49,2473.56,458.92,107888.1
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),28,2932.49,2483.85,448.63,105404.25
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),29,2932.49,2494.18,438.31,102910.07
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),30,2932.49,2504.55,427.93,100405.52
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),31,2932.49,2514.97,417.52,97890.55
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),32,2932.49,2525.42,407.06,95365.13
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),33,2932.49,2535.93,396.56,92829.2
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),34,2932.49,2546.47,386.01,90282.73
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),35,2932.49,2557.06,375.43,87725.67
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),36,2932.49,2567.69,364.79,85157.98
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),37,2932.49,2578.37,354.12,82579.61
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),38,2932.49,2589.09,343.39,79990.52
BYD Sealion 7 (Perf. AWD),Auto Flex (48m),39,2932.49,2599.86,332.63,77390.66
